Action,ItemID,EndingReason
End,227019692963,NotAvailable
End,227019692967,NotAvailable
End,227019692968,NotAvailable
End,227019692969,NotAvailable
End,227019692970,NotAvailable
End,227019692971,NotAvailable
End,227019692973,NotAvailable
End,227019692974,NotAvailable
End,227019692975,NotAvailable
End,227019692977,NotAvailable
End,227019692978,NotAvailable
End,227019692980,NotAvailable
End,227019692981,NotAvailable
End,227019692982,NotAvailable
End,227019834938,NotAvailable
End,227019837296,NotAvailable
End,227019837614,NotAvailable
End,227019838053,NotAvailable
End,227019838098,NotAvailable
End,227019838132,NotAvailable
End,227022347641,NotAvailable
End,227022351139,NotAvailable
End,227023497809,NotAvailable
End,227023531319,NotAvailable
End,227023575489,NotAvailable
End,227023575493,NotAvailable
End,227023575535,NotAvailable
End,227023575539,NotAvailable
End,227023575540,NotAvailable
End,227023575689,NotAvailable
End,227023575693,NotAvailable
End,227023575698,NotAvailable
End,227023575762,NotAvailable
End,227023575765,NotAvailable
End,227023575769,NotAvailable
End,227023575812,NotAvailable
End,227023575815,NotAvailable
End,227023575819,NotAvailable
End,227023575876,NotAvailable
End,227023575883,NotAvailable
End,227023575885,NotAvailable
End,227023575933,NotAvailable
End,227023575939,NotAvailable
End,227023575945,NotAvailable
End,227023575984,NotAvailable
End,227023575986,NotAvailable
End,227023576036,NotAvailable
End,227023576037,NotAvailable
End,227023576042,NotAvailable
End,227023576195,NotAvailable
End,227023576202,NotAvailable
End,227030580714,NotAvailable
End,227030580729,NotAvailable
End,227040156294,NotAvailable
End,227041207642,NotAvailable
End,227041207678,NotAvailable
End,227041207698,NotAvailable
End,227041207700,NotAvailable
End,227041207730,NotAvailable
End,227041207758,NotAvailable
End,227041207785,NotAvailable
End,227041207801,NotAvailable
End,227041207890,NotAvailable
End,227041207999,NotAvailable
End,227041208051,NotAvailable
End,227041208075,NotAvailable
End,227041413840,NotAvailable
End,227041413869,NotAvailable
End,227041413903,NotAvailable
End,227041413948,NotAvailable
End,227041413953,NotAvailable
End,227041414090,NotAvailable
End,227041414253,NotAvailable
End,227041414314,NotAvailable
End,227041414358,NotAvailable
End,227041414506,NotAvailable
End,227041414671,NotAvailable
End,227041414745,NotAvailable
End,227041414752,NotAvailable
End,227041414861,NotAvailable
End,227041414935,NotAvailable
End,227041414951,NotAvailable
End,227041414961,NotAvailable
End,227041415037,NotAvailable
End,227041415088,NotAvailable
End,227041415139,NotAvailable
End,227041415221,NotAvailable
End,227041415238,NotAvailable
End,227041415284,NotAvailable
End,227041415319,NotAvailable
End,227041415326,NotAvailable
End,227041415327,NotAvailable
End,227041415394,NotAvailable
End,227041415408,NotAvailable
End,227041415459,NotAvailable
End,227041415493,NotAvailable
End,227041415502,NotAvailable
End,227041415518,NotAvailable
End,227041690069,NotAvailable
End,227042822370,NotAvailable
End,227044272581,NotAvailable
End,227044272584,NotAvailable
End,227044273706,NotAvailable
End,227044833612,NotAvailable
End,227044833671,NotAvailable
End,227044833751,NotAvailable
End,227044834254,NotAvailable
End,227044834566,NotAvailable
End,227044834641,NotAvailable
End,227044834707,NotAvailable
End,227052846488,NotAvailable
End,227052846501,NotAvailable
End,227054744759,NotAvailable
End,227055941160,NotAvailable
End,227055941164,NotAvailable
End,227055941169,NotAvailable
End,227055941251,NotAvailable
End,227055941254,NotAvailable
End,227055941260,NotAvailable
End,227055941345,NotAvailable
End,227055941348,NotAvailable
End,227055941356,NotAvailable
End,227055941434,NotAvailable
End,227055941438,NotAvailable
End,227055941449,NotAvailable
End,227055941501,NotAvailable
End,227055941503,NotAvailable
End,227055941511,NotAvailable
